age,GPA,attendance,course_completion,assignment_delays,LMS_logins,forum_posts,night_study_hours,engagement_score,sentiment_score,motivation,emotional_exhaustion,depersonalization,personal_accomplishment,autonomy,competence,relatedness,O,C,E,A,N,burnout_score,burnout_level,dropout_status,time_to_dropout,gender_M,income_level_Low,income_level_Medium,nationality_DE,nationality_IN,nationality_UK,nationality_US,burnout_level_code,engagement_index,procrastination_score,behaviour_drift,motivation_proxy,sentiment_stress,cluster
1.2926868201301975,0.6281070180868836,1.1561465064113952,-0.1231673154074933,0.7084651290623266,0.4755622396161605,0.4423988376999976,1.2020524809630286,0.310875595383602,0.2326099376882369,0.7695951087646246,-0.684072904057957,0.767280208356183,1.121680916721314,0.3040600211162578,0.321797897986864,-1.5051932420171732,0.6948037072147103,1.4305480672969353,-0.9618580928084424,-1.2400820268461714,-1.1217803876844217,9,Low,0,72,True,False,True,False,False,True,False,1,0.4178088775999394,0.6983301948510527,0.6805842667952346,-0.2931117743046838,-0.5249507484708243,1
-1.0132804522887668,0.9511173340157706,-0.7246113792856658,-1.7468202204613974,0.0002360763509037,1.510643293194258,-0.434217089050328,-0.1116512804221572,0.2143133199864611,0.4713980188199114,1.8315536574388736,-0.0027932465955957,0.0816576470513996,0.232742351113396,1.467554999877448,-0.2618742265358638,1.457396789508558,-0.1650876813944425,1.258607193823746,-0.3078762800584697,-1.102648898028184,0.9796630951000468,22,Low,1,53,True,True,False,False,False,True,False,1,0.2141306087700157,0.0002331050769683,2.235254672479924,0.8876925209500474,-0.0014765156843564,0
-0.7250345432363964,-0.1794187717353329,0.00459803318435,0.705932040364713,0.7084651290623266,0.561818994081002,0.4423988376999976,-0.8245143913907059,0.6516843546485565,-1.4334605711124166,1.3098664516844158,-0.684072904057957,0.2873444154428347,0.1643624614512485,-1.4411824470255274,1.4891421470323194,0.2723607768982655,1.7266733735456938,-0.5983542396866988,1.585228967375662,1.199356009673108,1.4619615993456627,16,Low,1,46,True,False,True,True,False,False,False,1,0.5245752560323884,0.712704260198773,0.557220960896652,0.1067734923016858,-1.6646644397914054,1
-0.7250345432363964,-0.0179136137708894,-0.5335798733745488,-0.8486292517081739,0.0002360763509037,-0.1282350416377295,1.7573227278254862,0.1036509878862683,0.9211251083208134,0.9194778967781536,-0.1806458751536689,0.3378465821355849,0.9044047206171396,-1.7502744490888822,-1.4411824470255274,1.4891421470323194,-1.5051932420171732,-0.9561877589148632,-1.6643876552204726,-0.0325155167953233,1.4055057029000892,-1.7074285714112407,68,High,0,25,False,False,False,False,True,False,False,0,1.076883880583514,0.000240005576545,0.4053448317368193,-0.4857445140034604,0.0272041173598695,1
0.4279490929730858,0.0426508204657764,-0.7096030930055135,0.6713862338742044,0.0002360763509037,-0.4732620594970953,2.1956306912006487,0.3872603372862104,-0.2656510030363884,-1.2779150512535071,-0.0111118452088655,1.4960219998215991,0.4244689277037913,-1.476754890440292,1.467554999877448,0.9054700225095916,-1.5051932420171732,1.5202994402794971,1.3617717179076594,0.4493658189151829,-1.721097977709128,-0.9150810287220148,74,High,1,21,False,True,False,False,False,False,True,0,0.9130870799669534,0.0002328615299244,0.2363410335084181,0.2892772601232887,3.4078110303999924,1
0.1397031839207153,0.506978149613551,1.055100599393868,-1.6431828009898717,-0.707992976360519,-2.112140394329083,0.8807068010751604,1.5239437158382445,-1.3760030586858998,-1.5351132593291006,1.351596743875841,1.4960219998215991,0.6987179522257047,-0.3826766558459316,0.3040600211162578,-1.429218475581319,-1.5051932420171732,-1.16256169218106,0.7083963987095401,-0.1701958984268965,-1.1713654624371777,1.0485628814208492,62,High,0,53,False,True,False,False,True,False,False,0,-0.4316824627161654,-0.7029775796128647,3.16724099372295,-0.8767838988274116,3.792585207995773,2
0.7161950020254565,-0.5226172324097749,1.795730483132057,1.224119137722342,-1.4162220290719418,0.8205892574755264,0.4423988376999976,-0.6788164711001043,1.8864096811863773,1.3983899222496885,-0.1240541174110406,-0.684072904057957,1.4529027696609664,-1.5451347801024395,-0.2776874682643372,0.321797897986864,0.2723607768982655,-0.2682746480275409,-0.2200843180456823,1.2066079178888356,-0.106258714097774,0.8763134156188436,58,Medium,0,31,True,True,False,True,False,False,False,2,0.8979491535154747,-1.4193389116666375,0.9751412256565308,0.1054904022069307,0.2725277510607681,1
-1.0132804522887668,1.0924343472346585,1.0994116524503814,0.2913823624786098,-1.4162220290719418,0.9931027664052092,-1.3108330158006536,0.4857134878845118,0.1971008621279729,1.1109290575391917,0.8790220200092148,-1.16096866428161,-1.3581497316886455,-0.1091570971973415,1.467554999877448,-0.2618742265358638,0.8648787832034117,-0.7842094811930327,0.2269619529846099,1.3098682041125154,-1.6180231310956372,0.0150660866088154,0,Low,0,7,False,False,True,False,False,False,True,1,-0.3578656007670313,-1.413007743896162,0.1063088860451721,0.690186518848332,0.1287851597612932,0
-0.4367886341840258,-0.2601713507175546,1.880769893401765,-0.6759002192556309,-0.707992976360519,0.3030487306864777,-1.3108330158006536,0.6028037452628365,-0.6352705814050795,0.5589786236379296,0.9253811580571232,-0.7522008698041931,-1.221025219427689,1.4635803650320516,-0.8594349576449323,-1.429218475581319,-0.9126752357120268,-1.128166036636694,1.3617717179076594,-0.1357758030190032,-0.1749752785067678,-0.949530921882416,0,Low,0,33,False,False,True,False,False,False,False,1,-0.7384719705799773,-0.6983517282436689,1.5777211627152872,-1.0671095563127595,-0.3317366629017917,2
-1.0132804522887668,1.0520580577435472,0.3743319833515336,-0.3995337673315621,0.7084651290623266,-0.9045458318213024,-0.8725250524254908,-0.5547198235890746,-0.8284423247054898,-0.1114486399807107,-0.6317656909558871,-0.7522008698041931,-1.3581497316886455,-1.2716152214538494,-1.4411824470255274,-0.2618742265358638,-1.5051932420171732,-0.853000792281765,0.9491136215720052,0.3116854372836097,-1.686739695504631,0.0495159797692166,12,Low,1,1,True,False,False,False,True,False,False,1,-0.8695095653444436,0.7017409900183084,1.278877815172836,-1.069416638526188,-0.836032633736178,2
-0.7250345432363964,-0.139042482244222,-0.3345373271240751,-0.2613505413695278,-0.707992976360519,1.9419270655184653,0.8807068010751604,0.4416852617451139,0.1475371557486602,-0.4066090357750964,-2.448623261742379,1.0872542053441825,-1.0153384510362538,1.395200475369904,0.8858075104968528,0.9054700225095916,0.2723607768982655,1.4171124736463987,-0.804683287854526,-1.030698283624229,-0.0375421496887802,-0.0538336997119867,5,Low,0,9,False,True,False,False,False,True,False,1,0.9627194558543616,-0.713690077520476,2.2764643926425405,0.6878794366349034,1.5293415894215991,1
-0.1485427251316552,-0.2399832059719996,-1.4385360287292577,-0.3304421543505449,0.0002360763509037,0.9068460119403678,1.7573227278254862,1.3536171299416548,2.0610516602714464,1.0351003733188775,0.1438135031151286,-0.8884568012966654,1.0415292328780963,1.0533010270591665,0.8858075104968528,0.9054700225095916,1.457396789508558,1.245134195924568,-0.3576370168242337,1.034507440849369,-0.3467666895292522,0.2906652318920245,11,Low,0,17,False,True,False,True,False,False,False,1,1.620635781965697,0.0002369206473224,2.3453820406696257,1.082891440838334,0.0311851654032087,1
0.4279490929730858,-0.8456275483386618,-0.1616060444694923,1.638668815608445,1.4166941817737495,-0.4732620594970953,0.0040908743248347,0.2513365657838243,-0.758066107444666,-0.4702751086165216,0.6166681120694727,-1.2972245957740822,-0.9467761949057756,0.5746417994241337,-0.8594349576449323,0.321797897986864,-0.3201572294068807,1.14194722929147,-1.1141768601062667,-0.4455566616900429,0.202965825742698,-1.6385287850904384,0,Low,1,73,False,False,False,True,False,False,False,1,-0.305786604573023,1.4324786605255444,0.311656015027603,-0.2859314296883163,-1.907277033451762,2
